Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
2687-uniw,"Zlobr C163B - 16 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471608,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,73.17,PLN,0,PLN,0,PLN,90,PLN
2688-uniw,"Skull&Bones C163S - 16 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182422945,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,73.17,PLN,0,PLN,0,PLN,90,PLN
2689-uniw,"Zorro C193H - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471660,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,77.48,PLN,0,PLN,0,PLN,121.7,PLN
268-uniw,"Legends TXB742 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217423,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,108.13,PLN,0,PLN,0,PLN,133,PLN
2690-uniw,"Wyrzutnia Kerberos C193J - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471646,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,77.48,PLN,0,PLN,0,PLN,121.7,PLN
2691-uniw,"Wyrzutnia Frankenstein C253FR - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182472261,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,96.18,PLN,0,PLN,0,PLN,118.3,PLN
2692-uniw,"Wyrzutnia BIG Dumbum C1003DU/C - 100 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182428664,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,542.28,PLN,0,PLN,0,PLN,668,PLN
2693-uniw,"Blast From The Sun C100MB - 100 strza³ów 0.8""/1""/1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182428824,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,357.72,PLN,0,PLN,0,PLN,440,PLN
2694-uniw,"Show Time C84M12S/C - 84 strza³y 1.2""/2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434917,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,340.08,PLN,658.54,PLN,0,PLN,0,PLN,810,PLN
2697-uniw,XXL Thunder 30mm SS30A - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182490357,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,16.85,PLN,32.44,PLN,0,PLN,0,PLN,39.9,PLN
2699-uniw,Geysir Kaliber B FM12-FL5 - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901122903680,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,21.14,PLN,0,PLN,0,PLN,26,PLN
269-uniw,"Bestia TXB744 - 60 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217447,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,105.69,PLN,0,PLN,0,PLN,130,PLN
26-uniw,Zimne ognie 25cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.63,PLN,0,PLN,0,PLN,2,PLN
2700-uniw,Mini Cuckoos FF-CC2-MIX - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901122903857,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,17.67,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
2701-uniw,"Profi Show C20020PR - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435235,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,349.59,PLN,0,PLN,0,PLN,443,PLN
2702-uniw,"Best Price Wild Fire C20020XBPW - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434269,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,234.62,PLN,451.22,PLN,0,PLN,0,PLN,523,PLN
2703-uniw,Dance of Stars TXF411 - wiruj¹ce zimne ognie,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214118,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.69,PLN,17.4,PLN,0,PLN,0,PLN,21.4,PLN
2704-uniw,"Fire Factory TB94 - 25 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221908226,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,185.37,PLN,0,PLN,0,PLN,228,PLN
2705-uniw,Zestaw Green Rockets TR-02 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221909759,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,25.61,PLN,33.58,PLN,0,PLN,0,PLN,41.3,PLN
2706-uniw,Rakiety Zombie Invasion RS21Z14 - 21 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435815,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,100,PLN,189.19,PLN,0,PLN,0,PLN,232.7,PLN
2707-uniw,BANER NR 1 JORGE 3x2 DU¯Y,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,28.46,PLN,0,PLN,0,PLN,35,PLN
2708-uniw,BANER NR 2 JORGE 5x0.7 D£UGI,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,16.26,PLN,0,PLN,0,PLN,20,PLN
2709-uniw,"Rzymski ogieñ Hot Balls JRC31/3 - 8 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583630064,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,17.64,PLN,0,PLN,0,PLN,21.7,PLN
270-uniw,"Satin Night TXB380 - 60 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160213807,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2710-uniw,Zestaw rakiet SPACE CLE8021-2592 - 7 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,6942037721920,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,48.78,PLN,0,PLN,0,PLN,60,PLN
2711-uniw,"Gorbachev / Gorbaczow CLE4098 - 48 strza³y 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,6942037740983,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,56.1,PLN,0,PLN,0,PLN,69,PLN
2713-uniw,Strzelaj¹ce diabe³ki PXG105 - 50 opakowañ BOX,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,59.35,PLN,0,PLN,0,PLN,73,PLN
2714-uniw,Zestaw New Year TXR140,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211407,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,29,PLN,56.1,PLN,0,PLN,0,PLN,69,PLN
2715-uniw,Emoji DP1EM - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182433859,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.1,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
2716-uniw,Glow Party BP30S - 8 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434757,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,11.78,PLN,15.45,PLN,0,PLN,0,PLN,19,PLN
2717-uniw,Zimne ognie 16 cm P0030 - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604901144,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0.57,PLN,0,PLN,0,PLN,0.7,PLN
2718-uniw,Lataj¹ce Motyle DRONE nr.1 P5007 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604919804,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.98,PLN,0,PLN,0,PLN,17.2,PLN
2719-uniw,Lataj¹ce Motyle DRONE nr.2 P5008 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604919811,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,6.98,PLN,19.51,PLN,0,PLN,0,PLN,24,PLN
271-uniw,"Fire Story TXB466 - 19 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214668,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,18.43,PLN,60.98,PLN,0,PLN,0,PLN,75,PLN
2720-uniw,"Fantasy P7795 - 19 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604916056,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
2721-uniw,"Danger P7796 - 19 strza³ów 2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604914595,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,147.92,PLN,284.47,PLN,0,PLN,0,PLN,345,PLN
2722-uniw,"Martynika P7814 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604914830,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,94.61,PLN,181.95,PLN,0,PLN,0,PLN,223.8,PLN
2723-uniw,"Tanzania P7826 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604914854,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,94.66,PLN,182.03,PLN,0,PLN,0,PLN,223.9,PLN
2724-uniw,"Paradise TXB049 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210493,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,65.77,PLN,0,PLN,0,PLN,80.9,PLN
2725-uniw,"Good Luck TXB182 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211827,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,63.98,PLN,0,PLN,0,PLN,78.7,PLN
2726-uniw,"X-Energy TXB755 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217553,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,62.11,PLN,0,PLN,0,PLN,76.4,PLN
2727-uniw,"X-STARS TXB850 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218505,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,100.49,PLN,0,PLN,0,PLN,123.6,PLN
2728-uniw,Crackling DumBum Rocket RS5DU - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435419,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,20.2,PLN,39.84,PLN,0,PLN,0,PLN,49,PLN
2729-uniw,Zena Trueno 5001 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,24.39,PLN,0,PLN,0,PLN,30,PLN
272-uniw,Zestaw rakiet Egoista TXR570 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160215702,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,60.98,PLN,0,PLN,0,PLN,75,PLN
2730-uniw,Emiter dŸwiêku ZENA Red Salute 8231 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
2731-uniw,Emiter dŸwiêku Colpo 5102 - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,3.52,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
2732-uniw,Pistol Shrimp 8213 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,17.89,PLN,0,PLN,0,PLN,22,PLN
2733-uniw,Chainsaw Lobster 8214 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,17.89,PLN,0,PLN,0,PLN,22,PLN
2734-uniw,Biting Piranha 8202 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,17.89,PLN,0,PLN,0,PLN,22,PLN
2735-uniw,Evil Barracuda 8207 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,21.46,PLN,0,PLN,0,PLN,26.4,PLN
2736-uniw,"Fire Zone TXB904  - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160219045,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,69.51,PLN,0,PLN,0,PLN,85.5,PLN
2737-uniw,"Profi Show Multi Shape C40020XPR/C14 - 400 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435280,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,691.87,PLN,0,PLN,0,PLN,851,PLN
2738-uniw,"Viking C4925V - 49 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182420057,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,82.99,PLN,159.59,PLN,0,PLN,0,PLN,196.3,PLN
2739-uniw,"King of Fireworks 379 C379XMK/C - 379 strza³ów 0.8""/1""/1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434894,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1198.5,PLN,2304.88,PLN,0,PLN,0,PLN,2835,PLN
273-uniw,Rakiety Absolut TXR793,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,zly16,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,81.14,PLN,0,PLN,0,PLN,99.8,PLN
2740-uniw,Assorted Rocket TXR608 - 18 rakiet,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216099,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,81.59,PLN,156.91,PLN,0,PLN,0,PLN,193,PLN
2741-uniw,TROL c253c-p,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182476269,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
2742-uniw,"Storm new age-S type CS1352X15 - 135 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182498544,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,236.06,PLN,0,PLN,0,PLN,290.35,PLN
2743-uniw,"Single Shot SS30CH 1.2"" - crackling tail",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.32,PLN,0,PLN,0,PLN,9,PLN
2744-uniw,"Single Shot SS50D 2"" - peach green glitter mine",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,12.04,PLN,23.16,PLN,0,PLN,0,PLN,28.49,PLN
2745-uniw,"Single Shot SS35E 2"" - lemon+cracker mine",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.45,PLN,0,PLN,0,PLN,19,PLN
2746-uniw,c193d super chip 19 strza³ów Klasek,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182470861,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,64.39,PLN,0,PLN,0,PLN,121.7,PLN
2747-uniw,RE4035,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
2748-uniw,Wulkany P3405 Orizaba - 2 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604920008,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2,PLN,69.43,PLN,0,PLN,0,PLN,85.4,PLN
2749-uniw,Zestaw Fontann Srebrna Z³ota 1 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
274-uniw,Orkan/Aquarius TXR873 - 9 rakiet,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218734,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,45.26,PLN,59.35,PLN,0,PLN,0,PLN,73,PLN
2750-uniw,Kolorowe Kulki Dymne P0025 - 6 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907604910924,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.25,PLN,0,PLN,0,PLN,4,PLN
2751-uniw,Kulki dymne D1D - 72 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182410874,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,34.15,PLN,0,PLN,0,PLN,42,PLN
2752-uniw,CON40P KONFETTI.PNEUM. KOLOR 40 CM,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471769,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,6.1,PLN,0,PLN,0,PLN,7.5,PLN
2753-uniw,CON40S KONFETTI PNEUM. SERCA+P£ATKI 40cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471622,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,6.59,PLN,0,PLN,0,PLN,8.1,PLN
2754-uniw,CON40F KONFETTI.PNEUM. BANKNOTY 40 cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182471820,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,6.59,PLN,0,PLN,0,PLN,8.1,PLN
2755-uniw,CON80P KONFETTI.PNEUM. KOLOR 80 CM,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182417040,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.56,PLN,0,PLN,0,PLN,14.22,PLN
2756-uniw,CON80P(G) KONFETTI PNEUM Z£OTE 80 cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182432838,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,14.93,PLN,0,PLN,0,PLN,18.37,PLN
2757-uniw,CON80F KONFETTI BANKNOTY EUR 80cm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182417088,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,14.93,PLN,0,PLN,0,PLN,18.37,PLN
2759-uniw,Zestaw Triple Shots Dumbum Triple C320D - 5 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435563,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,21.46,PLN,42.28,PLN,0,PLN,0,PLN,52,PLN
275-uniw,"Intense Sky TXB013 - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210134,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,422.76,PLN,0,PLN,0,PLN,520,PLN
2760-uniw,Œwiece dymne na krety / Dymovnice proti krtkum D3SK - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435174,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.29,PLN,0,PLN,0,PLN,10.2,PLN
2761-uniw,Rakiety spadochronowe / Padackova raketa RS6P - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182450900,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,8.32,PLN,16.02,PLN,0,PLN,0,PLN,19.7,PLN
2762-uniw,Rakiety Ognisty deszcz / Ohnivy dest RS6O - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182450924,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,6.86,PLN,13.17,PLN,0,PLN,0,PLN,16.2,PLN
2763-uniw,"Profi show C20814XPR14 - 208 strza³ów 14mm 0.6""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435709,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,148.39,PLN,282.11,PLN,0,PLN,0,PLN,347,PLN
2764-uniw,"Profi show multi shape C20020XPR - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182435259,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,245.13,PLN,471.54,PLN,0,PLN,0,PLN,580,PLN
2765-uniw,"Profi show multi shape C80020XPR/C - 800 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434290,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1075.46,PLN,2069.11,PLN,0,PLN,0,PLN,2545,PLN
2766-uniw,"Gigant C10545GI/C - 105 strza³ów 45mm 1.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434603,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,699.5,PLN,1345.28,PLN,0,PLN,0,PLN,1654.7,PLN
2767-uniw,Minomet R100M - 100 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182450313,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10,PLN,0,PLN,0,PLN,12.3,PLN
2768-uniw,Fountain+Mine 50mm FM50A - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182421238,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,54.96,PLN,0,PLN,0,PLN,67.6,PLN
2769-uniw,Volcano F2VO - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423089,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,19.53,PLN,39.35,PLN,0,PLN,0,PLN,48.4,PLN
276-uniw,Unique Party TXB008 - 146 strza³y MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210080,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,336.1,PLN,646.34,PLN,0,PLN,0,PLN,795,PLN
2770-uniw,Kalasnikov K20K - 20 strza³ów,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182431329,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,24.39,PLN,0,PLN,0,PLN,30,PLN
2771-uniw,Kalasnikov K60K - 60 strza³ów,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182431114,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,43.09,PLN,0,PLN,0,PLN,53,PLN
2772-uniw,Kolorowe pochodnie / Barevna pochoden BP80S - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182490432,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,23.58,PLN,0,PLN,0,PLN,29,PLN
2773-uniw,Zestaw kolorowych wulkanów F100C - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182411802,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,28.18,PLN,54.23,PLN,0,PLN,0,PLN,66.7,PLN
2774-uniw,Zestaw wulkanów Double Crackling F100DC - 4 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182431503,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,19.03,PLN,36.59,PLN,0,PLN,0,PLN,45,PLN
2775-uniw,"Best price-Frozen C4920BPF - 49 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182432500,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,48.57,PLN,93.41,PLN,0,PLN,0,PLN,114.9,PLN
