Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
67-uniw,"Power Box TXB905 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160219052,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,69.76,PLN,134.15,PLN,0,PLN,0,PLN,165,PLN
680-uniw,"Hegemon TXB057 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210578,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,114.15,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
681-uniw,"Blaze TXB058 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210585,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,105.27,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
682-uniw,"Hot Fusion TXB065 - 37 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210653,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,71.03,PLN,163.41,PLN,0,PLN,0,PLN,201,PLN
683-uniw,"Equalizer TXB084 - 37 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210844,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,150.41,PLN,0,PLN,0,PLN,185,PLN
684-uniw,"Sentry TXB899 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218994,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,63.41,PLN,129.27,PLN,0,PLN,0,PLN,159,PLN
685-uniw,"Night Aura TXB173 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211735,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,39.84,PLN,0,PLN,0,PLN,49,PLN
686-uniw,"Fireball PXB2203 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721790094,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,58.86,PLN,0,PLN,0,PLN,72.4,PLN
687-uniw,"Technet PXB3926 - fontanna + 48 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794146,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,139.05,PLN,275.61,PLN,0,PLN,0,PLN,339,PLN
688-uniw,"Shots for Fun PXS202C - 100 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792548,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,398.94,PLN,0,PLN,0,PLN,490.7,PLN
689-uniw,"Alternative PXC201 - 154 strza³ów 1""/1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792623,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,548.94,PLN,0,PLN,0,PLN,675.2,PLN
68-uniw,"Sea Blue Wave 25S 1.2"" - TXB472",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214729,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,81.14,PLN,0,PLN,0,PLN,99.8,PLN
690-uniw,Petardy hukowe C4 SMALL PXP312 - 30 sztuk (FP3),opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794184,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,14.88,PLN,19.51,PLN,0,PLN,0,PLN,24,PLN
691-uniw,Mini Corsair K0202S - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221903801,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.42,PLN,0,PLN,0,PLN,1.75,PLN
692-uniw,Korsarz K0203S - 50 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221903825,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.17,PLN,0,PLN,0,PLN,3.9,PLN
693-uniw,Big Piratka TC16 - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221905959,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.85,PLN,0,PLN,0,PLN,3.5,PLN
694-uniw,OLD!!!!!!!!!!!!!!! Flash Banger TP2 OLD,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221907052,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.4,PLN,0,PLN,0,PLN,9.1,PLN
695-uniw,Œwieca dymna niebieska TF21,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-698-695,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.84,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
696-uniw,Œwieca dymna zielona TF21,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-695-696,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.85,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
697-uniw,Œwieca dymna ¿ó³ta TF21,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-696-697,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.85,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
698-uniw,Œwieca dymna bia³a TF21,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-695-698,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.84,PLN,8.94,PLN,0,PLN,0,PLN,11,PLN
69-uniw,"Color Dahlia TXB613 - 36 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216136,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,90.49,PLN,0,PLN,0,PLN,111.3,PLN
700-uniw,Petardy Nuclear C1102 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363708532,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.54,PLN,0,PLN,0,PLN,1.9,PLN
701-uniw,Middle Dynamit 10208 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363707245,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,5.04,PLN,0,PLN,0,PLN,6.2,PLN
702-uniw,"AVA MFC11-4901 - 49 strza³ów 0.3""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363706439,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,11.38,PLN,0,PLN,0,PLN,14,PLN
703-uniw,Katiusze Aries MFC8-100S - 100 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363706989,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,12.2,PLN,0,PLN,0,PLN,15,PLN
704-uniw,Stroboskopy Pirats MFS64-20 - 10 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363707634,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.03,PLN,0,PLN,0,PLN,2.5,PLN
705-uniw,Petardy Wolf K0021S - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.66,PLN,0,PLN,0,PLN,4.5,PLN
706-uniw,Petardy BOAR K0021 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363707023,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.25,PLN,0,PLN,0,PLN,4,PLN
707-uniw,Petardy Tiger SP1306 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,6.5,PLN,0,PLN,0,PLN,8,PLN
708-uniw,Petardy Black Mini P1 - 40 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182430667,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.54,PLN,0,PLN,0,PLN,1.9,PLN
709-uniw,Œwieca dymna bia³a RDG1,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182410836,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,8.42,PLN,16.18,PLN,0,PLN,0,PLN,19.9,PLN
70-uniw,"Wyrzutnia South TXB670 - 36 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216709,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,100.49,PLN,0,PLN,0,PLN,123.6,PLN
710-uniw,Strzelaj¹ce diabe³ki TP11 - 50 pche³ek,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5907782102579,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.22,PLN,0,PLN,0,PLN,1.5,PLN
711-uniw,"Backyard Fun TXB602 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216020,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,12.47,PLN,23.98,PLN,0,PLN,0,PLN,29.5,PLN
712-uniw,"Sky Buster TXB605 - 16 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216051,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,12.47,PLN,23.98,PLN,0,PLN,0,PLN,29.5,PLN
713-uniw,"FIRESHOW 152 SFC9 - 152 strza³y 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609876,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,925.53,PLN,0,PLN,0,PLN,1138.4,PLN
714-uniw,"FIRESHOW 158 SFC2 - 158 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609852,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,696.91,PLN,0,PLN,0,PLN,857.2,PLN
715-uniw,"CELEBRATION 200 SFC9005 - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609883,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,352.85,PLN,0,PLN,0,PLN,434,PLN
716-uniw,Zestaw wulkanów F25-CM - Crackling/Multicolor,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992224,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,55.49,PLN,0,PLN,0,PLN,68.25,PLN
717-uniw,Zestaw wulkanów F25-SG - Srebrny/Z³oty,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992217,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,55.49,PLN,0,PLN,0,PLN,68.25,PLN
718-uniw,Zestaw wulkanów F20-SG - Srebrny/Z³oty,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,18.31,PLN,35.37,PLN,0,PLN,0,PLN,43.5,PLN
719-uniw,Zestaw wulkanów F15-CM - Srebrny/Multicolor,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992187,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,7.58,PLN,14.63,PLN,0,PLN,0,PLN,18,PLN
71-uniw,"Cosmopolitan TXB204 -  36 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212046,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,135.77,PLN,0,PLN,0,PLN,167,PLN
720-uniw,Zestaw wulkanów F10 - Z³oty/Srebrny/Crackling/Multicolor,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992163,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,14.23,PLN,0,PLN,0,PLN,17.5,PLN
721-uniw,Zestaw wulkanów F15-SG - Srebrny/Z³oty,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992170,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,14.63,PLN,0,PLN,0,PLN,18,PLN
722-uniw,Zestaw wulkanów F7 - Z³oty/Srebrny/Crackling/Multicolor,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992156,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,9.37,PLN,18.05,PLN,0,PLN,0,PLN,20.9,PLN
724-uniw,"Status FM14-02 - 14 strza³ów 1"" + fontanna",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992385,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,39.35,PLN,0,PLN,0,PLN,48.4,PLN
725-uniw,"Mansion FS12-01 - fontanna + 12 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992354,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,18.54,PLN,0,PLN,0,PLN,22.8,PLN
726-uniw,Petardy KRACHMEN H2 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5904151236552,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,12.2,PLN,0,PLN,0,PLN,15,PLN
727-uniw,Petardy Hammer K3 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609548,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,4.55,PLN,0,PLN,0,PLN,5.6,PLN
728-uniw,Petardy Hammer K2 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609531,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.71,PLN,0,PLN,0,PLN,2.1,PLN
729-uniw,Petardy Hammer K1 - 60 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5905669609524,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.03,PLN,0,PLN,0,PLN,2.5,PLN
72-uniw,"Brocade Crown Blue TXB593 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160215931,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,186.99,PLN,0,PLN,0,PLN,230,PLN
730-uniw,Piratka TC15 - 20 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221905942,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.83,PLN,9.67,PLN,0,PLN,0,PLN,11.9,PLN
731-uniw,Flara meczowa TF13 - Zielona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,9.67,PLN,0,PLN,0,PLN,11.9,PLN
732-uniw,Flara meczowa TF13 - Czerwona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.12,PLN,9.67,PLN,0,PLN,0,PLN,11.9,PLN
733-uniw,Flara meczowa TF13/M - Czerwona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.12,PLN,9.67,PLN,0,PLN,0,PLN,12.6,PLN
734-uniw,Flara meczowa TF13/M - Zielona,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221907816,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.41,PLN,9.67,PLN,0,PLN,0,PLN,11.9,PLN
735-uniw,Flara meczowa TF13/M - Bia³a,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,4.41,PLN,9.67,PLN,0,PLN,0,PLN,11.9,PLN
736-uniw,"Sasana SS19-01D - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992507,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,35.77,PLN,0,PLN,0,PLN,44,PLN
737-uniw,"Rampe SS19-06D - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992552,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,35.77,PLN,0,PLN,0,PLN,44,PLN
738-uniw,"Choose SS19-02D - 19 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5902596992514,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,35.77,PLN,0,PLN,0,PLN,44,PLN
739-uniw,B¹czek TXP484 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160214842,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.33,PLN,2.6,PLN,0,PLN,0,PLN,3.2,PLN
73-uniw,"Reggae / Dhalia Bouquet TXB582 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160215825,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,157.97,PLN,0,PLN,0,PLN,194.3,PLN
740-uniw,Strzelaj¹ce zielone kulki TXP786 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217867,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.26,PLN,2.44,PLN,0,PLN,0,PLN,3,PLN
741-uniw,Show Box PXC202 - 150 strza³ów MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794276,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,456.99,PLN,0,PLN,0,PLN,562.1,PLN
742-uniw,"Show Box Special PXC301 - 196 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794306,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,812.44,PLN,0,PLN,0,PLN,999.3,PLN
743-uniw,Show Box PXC204 - 153 strza³y MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794290,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,459.51,PLN,0,PLN,0,PLN,565.2,PLN
744-uniw,"Amazing Sets PXS201C - 100 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721794245,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,398.94,PLN,0,PLN,0,PLN,490.7,PLN
745-uniw,"Crux PXB2310 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792357,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,79.98,PLN,104.88,PLN,0,PLN,0,PLN,129,PLN
746-uniw,"Signature range C9020SIG - 90 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423195,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,130.41,PLN,0,PLN,0,PLN,160.4,PLN
747-uniw,Zestaw Hermes JCAM4,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583650161,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.25,PLN,0,PLN,0,PLN,4,PLN
748-uniw,Piccolo Korsarz JORGE K0201 - 40 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583650246,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.06,PLN,2.11,PLN,0,PLN,0,PLN,2.6,PLN
74-uniw,"All The Best TXB187 - 13 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,26.83,PLN,0,PLN,0,PLN,33,PLN
750-uniw,"Fireworks show 	C19220F/C - 192 strza³y 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424369,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,223.18,PLN,429.27,PLN,0,PLN,0,PLN,528,PLN
751-uniw,"Fireworks show C2003F/C - 200 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182414025,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,555.36,PLN,1068.05,PLN,0,PLN,0,PLN,1313.7,PLN
752-uniw,"Ahmed C10025P/E - 100 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,303.25,PLN,0,PLN,0,PLN,410,PLN
753-uniw,Petardy lontowe Bomb P5B13 - 10 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182420910,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,4.29,PLN,0,PLN,0,PLN,5.28,PLN
757-uniw,"FX PXB3612 - 49 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792449,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,108.21,PLN,0,PLN,0,PLN,133.1,PLN
758-uniw,"IGNIS PXB2301 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721790216,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,77.5,PLN,101.63,PLN,0,PLN,0,PLN,125,PLN
759-uniw,"CRASH PXB2120 - 36 strza³ów 0.6""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792319,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,32.8,PLN,43.01,PLN,0,PLN,0,PLN,52.9,PLN
760-uniw,Du¿y Rzymski Ogieñ NO LIMITS PXO302  / PXO314 - 8 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721797505,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,29.27,PLN,0,PLN,0,PLN,36,PLN
761-uniw,Aquarius TXB221 - 16 strza³owa 1.2'',szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212213,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,60.98,PLN,0,PLN,0,PLN,75,PLN
762-uniw,Capricornus TXB219 - 16 strza³owa 1.2'',szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212190,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,38.62,PLN,0,PLN,0,PLN,47.5,PLN
763-uniw,Srebrny wulkan FC8002,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620126,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.69,PLN,0,PLN,0,PLN,19.3,PLN
764-uniw,Z³oty wulkan FC8001,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620119,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.69,PLN,0,PLN,0,PLN,19.3,PLN
765-uniw,Du¿y Wulkan Z³oty FC1301 - 60 sekund,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620010,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,19.27,PLN,50.41,PLN,0,PLN,0,PLN,47.4,PLN
766-uniw,"1944 PXB2418  - 49 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792630,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,72.77,PLN,145.53,PLN,0,PLN,0,PLN,179,PLN
767-uniw,"Cudak JW25 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660870,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,16.26,PLN,24.51,PLN,0,PLN,0,PLN,40,PLN
768-uniw,Trole JF10 - 8 strza³ów + fontanna (plastikowa podstawka),szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,15.45,PLN,0,PLN,0,PLN,19,PLN
769-uniw,Saturn Missiles JW01 - 25 strza³ów,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660764,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.91,PLN,5.81,PLN,0,PLN,0,PLN,7.15,PLN
770-uniw,Lataj¹ce Motylki Butterfly W526B - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583640100,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,2.29,PLN,4.55,PLN,0,PLN,0,PLN,5.6,PLN
7717-UNIW,Wykonanie symulacji statycznych i dynamicznych MES, analizy zmêczeniowej i sztywnoœci skrêtno-giêtnej konstrukcji w œrodowisku CAD,szt,,,,,,0,TP,,,Grupa G³ówna,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,99500000,,1,1,1,0,0,PLN,0,PLN,0,PLN,0,PLN,0,PLN
